title_year,movie_title,imdb_score,num_voted_users
1996,Faithful ,5.9,1595
2009,Brothers ,7.1,88037
2006,Find Me Guilty ,7.1,28068
2012,The Perks of Being a Wallflower ,8,351274
1993,Excessive Force ,5.1,922
2006,Infamous ,7.1,14143
2000,The Claim ,6.5,5254
2015,The Vatican Tapes ,4.5,7199
2011,Attack the Block ,6.6,82331
2011,In the Land of Blood and Honey ,4.3,31414
2013,The Call ,6.7,88241
2016,Operation Chromite ,6.8,90
2002,The Crocodile Hunter: Collision Course ,5.4,5663
2009,I Love You Phillip Morris ,6.6,77305
1981,Quest for Fire ,7.4,16281
2002,Antwone Fisher ,7.3,26493
2002,The Emperor's Club ,6.9,14354
1993,True Romance ,8,163492
2010,Womb ,6.4,9957
1992,Glengarry Glen Ross ,7.8,75675
2010,The Killer Inside Me ,6.1,28483
1982,Cat People ,6.1,14193
2009,Sorority Row ,5.1,24012
1937,The Prisoner of Zenda ,7.8,3256
2007,Lars and the Real Girl ,7.4,114762
2008,The Boy in the Striped Pajamas ,7.8,132386
2000,Dancer in the Dark ,8,79330
1997,Oscar and Lucinda ,6.7,5648
1996,The Funeral ,6.6,6921
2009,Solitary Man ,6.4,13371
2010,Machete ,6.7,165792
2010,Casino Jack ,6.2,14757
1988,The Land Before Time ,7.3,61753
2004,Tae Guk Gi: The Brotherhood of War ,8.1,31943
2009,The Perfect Game ,7,2676
1973,The Exorcist ,8,284252
1975,Jaws ,8,412454
1999,American Pie ,7,315549
2012,Ernest & Celestine ,7.9,12029
1986,The Golden Child ,5.9,39798
2012,Think Like a Man ,6.6,34579
2002,Barbershop ,6.3,22147
1982,Star Trek II: The Wrath of Khan ,7.7,91414
1994,Ace Ventura: Pet Detective ,6.9,216486
1983,WarGames ,7.1,71842
1985,Witness ,7.4,66966
2012,Act of Valor ,6.5,57996
2006,Step Up ,6.5,90938
1996,Beavis and Butt-Head Do America ,6.8,42892
1997,Jackie Brown ,7.5,239540
2008,Harold & Kumar Escape from Guantanamo Bay ,6.6,113918
2012,Chronicle ,7.1,204327
1983,Yentl ,6.6,9503
1981,Time Bandits ,7,45890
2002,Crossroads ,3.3,34219
2012,Project X ,6.7,157051
1970,Patton ,8,76398
2002,One Hour Photo ,6.8,97938
2008,Quarantine ,6,57446
2008,The Eye ,5.4,44130
2004,Johnson Family Vacation ,4.3,5928
2001,How High ,6.2,42644
1992,The Muppet Christmas Carol ,7.7,33850
2006,Casino Royale ,8,470501
2002,Frida ,7.4,61651
2012,Katy Perry: Part of Me ,5.9,12383
2014,The Fault in Our Stars ,7.8,249688
1998,Rounders ,7.4,121676
2014,Top Five ,6.5,21672
1979,Prophecy ,5.4,3000
1999,Stir of Echoes ,7,62468
,Spartacus: War of the Damned             ,8.6,173172
2013,Philomena ,7.6,76094
2005,The Upside of Anger ,6.9,19007
1978,The Boys from Brazil ,7,20660
2006,Aquamarine ,5.3,30462
2015,Paper Towns ,6.4,63390
2004,My Baby's Daddy ,4.5,3119
2013,Nebraska ,7.8,91082
1995,Tales from the Crypt: Demon Knight ,6.7,16646
2001,Max Keeble's Big Move ,5.3,5794
2011,Young Adult ,6.3,64682
2006,Crank ,7,196422
1997,How to Be a Player ,5.3,2301
1998,Living Out Loud ,6.6,4052
2010,Just Wright ,5.8,10103
2008,Rachel Getting Married ,6.7,41226
1981,The Postman Always Rings Twice ,6.6,16764
2003,Girl with a Pearl Earring ,7,60171
1981,Das Boot ,8.4,168203
2004,The Alamo ,6,16832
2002,Sorority Boys ,5.4,12007
2013,About Time ,7.8,202341
2004,House of Flying Daggers ,7.6,92295
2012,Arbitrage ,6.6,41574
2015,Project Almanac ,6.4,57349
2008,Cadillac Records ,7,15412
2000,Screwed ,5.7,6965
1992,Fortress ,5.9,23383
2006,For Your Consideration ,6.3,12197
1998,Celebrity ,6.3,20576
2006,Running with Scissors ,6.2,20000
2003,From Justin to Kelly ,2.1,23606
1996,Girl 6 ,5,4961
2003,In the Cut ,5.3,18632
2008,Two Lovers ,7.1,29613
2001,Last Orders ,7,5016
2006,The Host ,7,68883
1981,The Pursuit of D.B. Cooper ,5.7,763
1999,Ravenous ,7.1,29990
2007,Charlie Bartlett ,7,56654
2013,The Great Beauty ,7.7,55516
2002,The Dangerous Lives of Altar Boys ,7.1,12047
2013,Stoker ,6.8,84620
2004,2046,7.5,41496
2007,Married Life ,6.3,8014
2005,Duma ,7.3,6454
2009,Ondine ,6.8,16863
2000,Brother ,7.2,18520
2002,Welcome to Collinwood ,6.4,12559
1997,Critical Care ,6,1427
2007,The Life Before Her Eyes ,6.4,12125
2012,Darling Companion ,5.1,2551
2007,Trade ,7.5,14831
2005,Fateless ,7.1,5603
1999,Breakfast of Champions ,4.6,6884
2009,"A Woman, a Gun and a Noodle Shop ",5.7,2410
2002,Cypher ,6.8,27052
2009,City of Life and Death ,7.7,8429
2015,Home ,6.7,70133
2011,Legend of Kung Fu Rabbit ,3.2,408
2010,Space Battleship Yamato ,6.1,4899
2011,5 Days of War ,5.6,12128
2009,Triangle ,6.9,64423
2015,10 Days in a Madhouse ,7.5,314
2014,Heaven Is for Real ,5.8,21034
2000,Snatch ,8.3,600996
2015,Dancin' It's On ,2.8,105
1989,Pet Sematary ,6.6,63855
1993,Madadayo ,7.5,3466
2009,The Cry of the Owl ,6,3737
2015,A Tale of Three Cities ,6.2,117
1984,Gremlins ,7.2,142293
1977,Star Wars: Episode IV - A New Hope ,8.7,911097
2016,Dirty Grandpa ,6,49671
1965,Doctor Zhivago ,8,55816
2014,Trash ,7.2,14437
2008,High School Musical 3: Senior Year ,4.5,43795
2010,The Fighter ,7.9,275869
2006,Jackass Number Two ,7.1,56595
1992,My Cousin Vinny ,7.5,82743
2014,If I Stay ,6.8,83893
2014,Drive Hard ,4.3,3104
1989,Major League ,7.2,49007
2007,St. Trinian's ,5.8,18220
2002,Phone Booth ,7.1,207934
2002,A Walk to Remember ,7.4,162701
1995,Dead Man Walking ,7.6,73193
1999,Cruel Intentions ,6.9,149222
2009,Saw VI ,6,76207
1981,History of the World: Part I ,6.9,36559
2008,The Secret Life of Bees ,7.3,19440
2001,Corky Romano ,4.6,10966
1992,Raising Cain ,6,9903
1978,F.I.S.T. ,6.4,5561
1986,Invaders from Mars ,5.5,5187
2015,Brooklyn ,7.5,73249
1975,Barry Lyndon ,8.1,101627
2001,Out Cold ,6.3,14656
2000,The Ladies Man ,5.1,10777
2012,Quartet ,6.8,15684
2001,Tomcats ,5.3,15427
2001,Frailty ,7.3,59982
2015,Woman in Gold ,7.3,33856
2004,Kinsey ,7.1,42689
1992,Army of Darkness ,7.6,128850
2002,Slackers ,5.3,12437
1993,What's Eating Gilbert Grape ,7.8,171882
2003,The Visual Bible: The Gospel of John ,7.7,2164
2004,Vera Drake ,7.7,20307
2002,The Guru ,5.4,13622
1995,The Perez Family ,6.2,1761
2013,Inside Llewyn Davis ,7.4,96233
2001,O ,6.2,17333
1991,Return to the Blue Lagoon ,5.1,14129
1970,The Molly Maguires ,6.9,2603
2005,Romance & Cigarettes ,6.3,10052
2006,Copying Beethoven ,6.8,11132
1982,Poltergeist ,7.4,105448
2010,Brighton Rock ,5.7,5013
2008,Saw V ,5.8,88529
1969,Machine Gun McCain ,6.2,618
2012,LOL ,4.3,45144
2006,Jindabyne ,6.4,5772
2006,Kabhi Alvida Naa Kehna ,6,13998
1999,An Ideal Husband ,6.9,12980
2013,The Last Days on Mars ,5.5,28570
2002,Darkness ,5.4,16747
1968,2001: A Space Odyssey ,8.3,427357
1982,E.T. the Extra-Terrestrial ,7.9,281842
2007,In the Land of Women ,6.5,27689
2004,The Blue Butterfly ,6.3,1337
1994,There Goes My Baby ,6.4,859
,Lovesick             ,7.9,2651
2010,Housefull ,5.3,8598
2007,September Dawn ,5.8,2618
2012,For Greater Glory: The True Story of Cristiada ,6.6,3665
2014,La Famille Bélier ,7.4,15060
1997,Good Will Hunting ,8.3,604904
2016,Misconduct ,5.3,6935
2006,Saw III ,6.2,142115
1981,Stripes ,6.9,48629
2000,Bring It On ,5.9,70141
2016,The Purge: Election Year ,6.1,17596
1999,She's All That ,5.8,67115
2009,Precious ,7.3,86956
2007,Saw IV ,5.9,111087
2005,White Noise ,5.5,41763
2006,Madea's Family Reunion ,5,8962
1986,The Color of Money ,7,57831
1962,The Longest Day ,7.8,43270
1992,The Mighty Ducks ,6.4,44502
2004,The Grudge ,5.9,115050
1996,Happy Gilmore ,7,156143
2001,Jeepers Creepers ,6.1,86890
1989,Bill & Ted's Excellent Adventure ,6.9,85362
1968,Oliver! ,7.5,25303
2011,The Best Exotic Marigold Hotel ,7.3,75306
2001,Recess: School's Out ,6.5,6808
1985,Mad Max Beyond Thunderdome ,6.2,101840
1985,Commando ,6.7,111649
2016,The Boy ,6,35654
2010,Devil ,6.3,104089
2002,Friday After Next ,5.8,19284
2015,Insidious: Chapter 3 ,6.1,54190
1985,The Last Dragon ,6.9,9424
2000,Snatch ,8.3,600996
1992,The Lawnmower Man ,5.4,27800
2008,Nick and Norah's Infinite Playlist ,6.7,74887
1999,Dogma ,7.4,181737
2002,The Banger Sisters ,5.6,12388
1983,Twilight Zone: The Movie ,6.5,25613
1989,Road House ,6.5,42987
1994,A Low Down Dirty Shame ,5.8,3924
2002,Swimfan ,5,16300
2006,Employee of the Month ,5.5,37681
1998,Can't Hardly Wait ,6.5,37885
1983,The Outsiders ,7.2,57363
2016,Pete's Dragon ,7.3,408
1983,The Dead Zone ,7.2,44804
2015,Sinister 2 ,5.2,25210
2012,Sparkle ,5.7,5161
2001,Valentine ,4.7,20467
2009,The Fourth Kind ,5.9,63108
2006,A Prairie Home Companion ,6.8,19655
1993,Sugar Hill ,5.9,3119
1985,Invasion U.S.A. ,5.3,6143
2005,Roll Bounce ,6,5585
1998,Rushmore ,7.7,134458
2010,Skyline ,4.4,76199
2015,The Second Best Exotic Marigold Hotel ,6.6,22369
2008,Kit Kittredge: An American Girl ,6.7,4719
2005,The Perfect Man ,5.5,23527
1990,Mo' Better Blues ,6.5,8295
2002,Kung Pow: Enter the Fist ,6.2,37901
1990,Tremors ,7.1,90070
2003,Wrong Turn ,6.1,87494
1980,The Long Riders ,7.1,7322
1999,The Corruptor ,6,15358
2012,Mud ,7.4,135286
2007,Reno 911!: Miami ,5.9,23928
2013,One Direction: This Is Us ,4.1,22161
2009,"The Goods: Live Hard, Sell Hard ",5.8,17790
2002,Hey Arnold! The Movie ,5.9,4564
2011,My Week with Marilyn ,7,71679
2005,The Matador ,6.8,40514
1997,Love Jones ,7.4,2801
2015,The Gift ,7.1,79909
2005,End of the Spear ,7,4360
2001,Get Over It ,5.8,15617
1999,Office Space ,7.8,200293
1999,Drop Dead Gorgeous ,6.5,27265
2014,Big Eyes ,7,55539
1998,Very Bad Things ,6.3,39331
2004,Sleepover ,5.3,12706
1984,Body Double ,6.8,20113
2010,MacGruber ,5.5,35888
2002,Dirty Pretty Things ,7.4,34848
2013,Movie 43 ,4.3,79146
2010,The Tourist ,6,176606
2008,Over Her Dead Body ,5.2,21268
2012,Seeking a Friend for the End of the World ,6.7,87203
2011,Cedar Rapids ,6.3,32697
,Bones             ,7.9,111506
1998,American History X ,8.6,782437
2012,The Collection ,6.1,36029
2004,Teacher's Pet ,5.8,1231
1998,The Red Violin ,7.7,26832
1999,The Straight Story ,8,63733
2002,Deuces Wild ,5.6,6200
2013,Bad Words ,6.7,38459
2007,"Run, Fatboy, Run ",6.6,58509
1981,Heartbeeps ,4.2,1040
2014,Black or White ,6.6,8058
2001,On the Line ,4.1,3662
2006,Rescue Dawn ,7.3,84641
2015,Danny Collins ,7.1,20810
2011,"Jeff, Who Lives at Home ",6.5,56005
2009,I Am Love ,7,14031
2012,Atlas Shrugged II: The Strike ,5.5,5612
1993,Romeo Is Bleeding ,6.6,10735
1999,The Limey ,7.1,24412
2004,Crash ,7.9,361169
2000,The House of Mirth ,7.1,6377
1987,Malone ,5.6,1768
2006,Peaceful Warrior ,7.3,20426
2011,Bucky Larson: Born to Be a Star ,3.3,9541
2000,Bamboozled ,6.5,8720
2016,The Forest ,4.8,20837
1981,Sphinx ,5.2,892
2014,While We're Young ,6.3,30325
2011,A Better Life ,7.2,13174
2002,Spider ,6.8,30096
2000,Gun Shy ,5.7,5936
2002,Nicholas Nickleby ,7.2,9395
2012,The Iceman ,6.9,55567
,Dekalog             ,9.1,12591
2006,Krrish ,6.3,12411
2000,Cecil B. DeMented ,6.2,11403
2011,Killer Joe ,6.7,59297
2009,The Joneses ,6.5,33473
2003,Owning Mahowny ,7.2,10585
2007,The Brothers Solomon ,5.3,9517
2007,My Blueberry Nights ,6.7,44208
1998,Illuminata ,6.2,1402
2002,Swept Away ,3.6,13145
2008,"War, Inc. ",5.7,20008
2001,Shaolin Soccer ,7.3,56923
2003,The Brown Bunny ,5,11487
1997,The Swindle ,6.6,1649
2014,Rosewater ,6.6,8307
1997,The Chambermaid on the Titanic ,6.8,1135
2011,Coriolanus ,6.2,27009
2004,Imaginary Heroes ,7.3,8708
2001,High Heels and Low Lifes ,6.2,3080
2009,World's Greatest Dad ,6.9,31964
2006,Severance ,6.6,31890
2005,Edmond ,6.3,9971
2010,Welcome to the Rileys ,7,19979
1994,Police Academy: Mission to Moscow ,3.3,24958
2010,Blood Done Sign My Name ,6.7,465
2013,"Cinco de Mayo, La Batalla ",6.2,683
2014,Elsa & Fred ,6.5,2041
1997,An Alan Smithee Film: Burn Hollywood Burn ,3.5,2971
2009,The Open Road ,5.5,2941
2009,The Good Guy ,5.9,7759
2009,Motherhood ,4.7,3662
2008,Free Style ,4.2,361
2015,Strangerland ,5.2,5637
2009,The Janky Promoters ,5.2,1097
2007,Blonde Ambition ,3.9,4995
2008,The Oxford Murders ,6.1,22753
2010,The Reef ,5.8,11950
2004,Eulogy ,6.7,7690
2007,White Noise 2: The Light ,5.7,11285
2011,You Got Served: Beat the World ,4.5,1642
2008,Fifty Dead Men Walking ,6.9,9585
2014,Jungle Shuffle ,4.8,162
2008,Adam Resurrected ,6.3,3075
2013,Of Horses and Men ,6.9,1920
2010,It's a Wonderful Afterlife ,5.4,1250
2009,The Devil's Tomb ,3.8,5715
2007,Partition ,7,2223
2010,Good Intentions ,5.2,553
2008,"The Good, the Bad, the Weird ",7.3,26156
2013,Nurse 3D ,4.6,7286
2010,Gunless ,6.5,3015
2009,Adventureland ,6.8,131180
2005,The Lost City ,6.7,8369
2000,Next Friday ,6.1,27492
2014,American Heist ,5.2,12372
1967,You Only Live Twice ,6.9,75280
2014,Plastic ,6,5865
2012,Amour ,7.9,70382
1988,Poltergeist III ,4.5,13190
2015,Re-Kill ,5.1,1763
1963,"It's a Mad, Mad, Mad, Mad World ",7.6,29323
2006,Volver ,7.6,76681
1981,Heavy Metal ,6.7,23516
2009,Gentlemen Broncos ,6.1,9006
1995,Richard III ,7.5,11612
2015,Into the Grizzly Maze ,5.3,4486
2010,Kites ,6,9673
2011,Melancholia ,7.1,128729
2011,Red Dog ,7.5,13003
2012,Jab Tak Hai Jaan ,6.9,42296
1979,Alien ,8.5,563827
1974,The Texas Chain Saw Massacre ,7.5,96410
2010,The Runaways ,6.6,39260
1971,Fiddler on the Roof ,8,29839
1965,Thunderball ,7,82073
2011,Detention ,5.8,12520
2010,Loose Cannons ,7.3,8667
1996,Set It Off ,6.8,10139
1999,The Best Man ,6.7,6525
1988,Child's Play ,6.5,62038
2007,Sicko ,8,66610
2014,The Purge: Anarchy ,6.5,92364
2000,Down to You ,4.9,12324
2004,Harold & Kumar Go to White Castle ,7.1,155262
2000,The Contender ,7,20449
2000,Boiler Room ,7,41313
1983,Trading Places ,7.5,102895
2006,Black Christmas ,4.5,19918
2004,Breakin' All the Rules ,5.5,4247
1989,Henry V ,7.7,23441
2007,The Savages ,7.2,32188
2003,Chasing Papi ,4.8,3419
2000,The Way of the Gun ,6.7,27536
2002,Igby Goes Down ,7,29058
1994,PCU ,6.5,10476
2006,The Ultimate Gift ,7.4,14100
,The Bold and the Beautiful             ,3.5,5478
1984,The Ice Pirates ,5.7,7767
2007,Gracie ,6.2,3624
2005,Trust the Man ,5.7,7833
2008,Hamlet 2 ,6.4,15200
1998,Velvet Goldmine ,7,27766
2016,The Wailing ,7.7,2379
2011,Glee: The 3D Concert Movie ,5.4,5156
2001,The Legend of Suriyothai ,6.6,1666
1990,Two Evil Eyes ,6.1,4302
2014,Barbecue ,6.1,1673
2002,All or Nothing ,7.6,8161
2009,Princess Kaiulani ,6.2,1201
2006,Opal Dream ,6.6,813
2015,Heist ,6.1,16198
2008,Flame and Citron ,7.3,14247
2005,Undiscovered ,4.2,2599
2009,Red Riding: In the Year of Our Lord 1974 ,7.1,9305
2009,The Girl on the Train ,6,1219
2009,Veronika Decides to Die ,6.5,10100
1986,Crocodile Dundee ,6.5,74743
2010,"Ultramarines: A Warhammer 40,000 Movie ",5.7,4990
2004,The I Inside ,6.1,9296
2010,Beneath Hill 60 ,7.1,5741
2011,Polisse ,7.3,10796
2007,Awake ,6.5,63216
,Star Wars: The Clone Wars             ,7.9,28190
2014,Skin Trade ,5.7,5228
1987,The Lost Boys ,7.2,92924
2009,Crazy Heart ,7.3,67760
1979,The Rose ,6.9,6142
2013,Baggage Claim ,5,7098
1968,Barbarella ,5.9,24436
1990,Shipwrecked ,6.7,1984
1999,Election ,7.3,73640
2006,The Namesake ,7.6,16530
2015,The DUFF ,6.5,51326
2001,Glitter ,2.1,19412
2013,The Haunting in Connecticut 2: Ghosts of Georgia ,5.3,13167
2003,Silmido ,7.2,3290
2009,Bright Star ,7,21360
2010,My Name Is Khan ,8,69759
1984,Footloose ,6.5,51459
2013,All Is Lost ,6.9,59545
1999,Limbo ,7.1,5158
2007,Namastey London ,7.3,13577
2006,The Wind That Shakes the Barley ,7.5,36846
2013,Yeh Jawaani Hai Deewani ,6.9,25122
1984,The Karate Kid ,7.2,126916
1951,Quo Vadis ,7.2,9808
2008,Repo! The Genetic Opera ,6.7,20419
2006,Valley of the Wolves: Iraq ,6,14486
1994,Pulp Fiction ,8.9,1324680
1979,The Muppet Movie ,7.7,25498
2014,Nightcrawler ,7.9,293304
2004,Club Dread ,5.6,23823
1965,The Sound of Music ,8,148172
1984,Splash ,6.2,54723
2006,Little Miss Sunshine ,7.9,355810
1986,Stand by Me ,8.1,271794
2002,28 Days Later... ,7.6,297250
2004,You Got Served ,3.5,23671
1979,Escape from Alcatraz ,7.6,87090
2002,Brown Sugar ,6.5,5971
1996,A Thin Line Between Love and Hate ,5.6,3122
2011,50/50 ,7.7,270441
2008,Shutter ,5.2,26609
1982,Creepshow ,6.9,29935
2014,That Awkward Moment ,6.1,76791
1981,Modern Problems ,5,3904
2016,Kicks ,7.8,59
1993,Much Ado About Nothing ,7.4,37269
1969,On Her Majesty's Secret Service ,6.8,59941
,The Player             ,7.1,5817
1994,New Nightmare ,6.4,38191
1999,Drive Me Crazy ,5.7,14904
2006,Akeelah and the Bee ,7.5,15337
1998,Half Baked ,6.7,48225
2009,New in Town ,5.6,17461
2005,Syriana ,7,109191
2000,American Psycho ,7.6,357275
2002,The Good Girl ,6.5,37952
2006,Bon Cop Bad Cop ,7,8616
2009,The Boondock Saints II: All Saints Day ,6.3,53251
2009,The City of Your Final Destination ,6.4,2311
2013,Enough Said ,7.1,49240
2010,Easy A ,7.1,276746
1994,The Inkwell ,6.5,1103
2000,Shadow of the Vampire ,6.9,34191
2011,Prom ,5.4,12702
1996,The Pallbearer ,4.9,6124
1999,Held Up ,5.1,2870
2000,Woman on Top ,5.3,8546
1992,Howards End ,7.5,21254
,Preacher             ,8.3,22848
2015,Anomalisa ,7.3,31489
2010,Another Year ,7.3,23629
2002,8 Women ,7.1,23660
1991,Showdown in Little Tokyo ,6,12561
1998,Clay Pigeons ,6.6,9494
2010,It's Kind of a Funny Story ,7.2,106098
2010,Made in Dagenham ,7.2,11158
2007,When Did You Last See Your Father? ,6.9,3571
1997,Prefontaine ,6.8,5673
1983,The Wicked Lady ,4,802
2009,The Secret of Kells ,7.7,22811
2013,Begin Again ,7.4,99430
2005,Down in the Valley ,6.5,16617
2007,Brooklyn Rules ,6.4,5049
2012,Restless ,7.2,2098
2003,The Singing Detective ,5.6,7116
1998,The Land Girls ,6.3,1591
2006,Fido ,6.8,25055
2005,The Wendell Baker Story ,5.5,5159
2010,Wild Target ,6.9,29994
2008,Pathology ,6,26849
,Wuthering Heights             ,7.7,6053
2006,10th & Wolf ,6.4,5557
2004,Dear Wendy ,6.6,9003
2014,Aloft ,5.3,2103
1988,Akira ,8.1,106160
2007,The Death and Life of Bobby Z ,5.9,12078
2005,The Rocket: The Legend of Rocket Richard ,7.7,4412
2014,Swelter ,4.6,1965
2013,My Lucky Star ,5.1,322
2005,Imagine Me & You ,6.9,23023
2016,Mr. Church ,8,63
2003,Swimming Pool ,6.8,35065
2013,Green Street 3: Never Back Down ,5.4,3740
1989,The Blood of Heroes ,6.5,4792
2016,Code of Honor ,4.2,662
1989,Driving Miss Daisy ,7.4,72324
1997,Soul Food ,6.9,5275
1995,Rumble in the Bronx ,6.7,29843
2014,Far from Men ,7.3,4035
2005,Thank You for Smoking ,7.6,191998
2007,Hostel: Part II ,5.4,69989
2009,An Education ,7.3,112138
2005,Shopgirl ,6.4,21225
1984,The Hotel New Hampshire ,6,6595
2002,Narc ,7.2,34098
2002,Men with Brooms ,6,3709
2008,Witless Protection ,3.1,5463
2004,The Work and the Glory ,6.9,833
2009,Extract ,6.2,37530
2003,Masked and Anonymous ,5.5,3972
2001,Alias Betty ,6.9,1439
2003,Code 46 ,6.3,18109
2012,Outside Bet ,4.8,243
2004,Crash ,7.9,361169
2011,Albert Nobbs ,6.7,19616
2012,Black November ,5.6,385
2007,Ta Ra Rum Pum ,5.4,2909
2007,Persepolis ,8,70194
2009,The Hole ,5.7,19157
2008,The Wave ,7.6,80639
2016,The Neon Demon ,7,9866
2009,Harry Brown ,7.2,74435
2007,Spider-Man 3 ,6.2,383071
1999,The Omega Code ,3.5,4682
2007,Juno ,7.5,414335
2015,Pound of Flesh ,5.1,4099
1971,Diamonds Are Forever ,6.7,74249
1972,The Godfather ,9.2,1155770
1983,Flashdance ,6.1,35172
2009,500 Days of Summer ,7.7,376600
1993,The Piano ,7.6,63931
2012,Magic Mike ,6.1,108843
2003,Darkness Falls ,4.9,25870
1973,Live and Let Die ,6.8,74957
2000,My Dog Skip ,7,16651
2008,"Definitely, Maybe ",7.2,127760
2011,Jumping the Broom ,5.7,7973
2013,The Great Gatsby ,7.3,362933
2005,"Good Night, and Good Luck. ",7.5,84070
2005,Capote ,7.4,100571
1995,Desperado ,7.2,138707
2000,The Claim ,6.5,5254
,Fargo             ,9,170055
1976,Logan's Run ,6.8,39847
1974,The Man with the Golden Gun ,6.8,73950
1988,Action Jackson ,5.2,7569
2005,The Descent ,7.2,154938
2000,Michael Jordan to the Max ,7.5,1723
2014,Devil's Due ,4,13913
1996,Flirting with Disaster ,6.8,15088
2005,The Devil's Rejects ,6.9,76267
,Buffy the Vampire Slayer             ,8.2,101902
2015,Dope ,7.3,56605
1999,In Too Deep ,6.1,4598
2012,Skyfall ,7.8,522048
2003,House of 1000 Corpses ,6,60709
1978,Alien Zone ,4.1,440
2009,A Serious Man ,7,102125
2009,Get Low ,7.1,19147
1989,Warlock ,6.2,11668
2014,Beyond the Lights ,6.9,11191
2009,A Single Man ,7.6,83182
1988,The Last Temptation of Christ ,7.6,39680
1999,Outside Providence ,6.4,7736
2004,Bride & Prejudice ,6.2,17436
2002,Rabbit-Proof Fence ,7.5,23486
2007,Who's Your Caddy? ,2,13815
1992,Split Second ,6.2,8391
,Nikita             ,7.7,42402
2001,The Other Side of Heaven ,6.5,3203
,Dark Angel             ,7.4,25329
2004,Veer-Zaara ,7.9,34449
2008,Redbelt ,6.8,18561
2010,Cyrus ,6.3,29967
1999,A Dog of Flanders ,6.3,781
2002,Auto Focus ,6.6,11387
2006,Factory Girl ,6.4,18355
2011,We Need to Talk About Kevin ,7.5,95529
2013,The Christmas Candle ,5.8,844
2009,The Mighty Macs ,6.5,1119
1983,Losin' It ,4.8,3114
2009,Mother and Child ,7.2,9727
1977,March or Die ,6.3,2215
1993,Les visiteurs ,7,24438
2010,Somewhere ,6.3,35848
2009,I Hope They Serve Beer in Hell ,5.3,7412
1998,Chairman of the Board ,2.3,5143
2010,Hesher ,7.1,43965
2013,Dom Hemingway ,6.2,21243
2002,Gerry ,6.2,15104
2002,The Heart of Me ,6.7,1966
2015,Freeheld ,6.5,5863
2010,The Extra Man ,5.9,4124
2013,Hard to Be a God ,6.7,2518
2010,Ca$h ,6,7663
2005,Wah-Wah ,6.9,2670
1999,The Boondock Saints ,7.9,197845
2014,Z Storm ,5.3,383
2011,Twixt ,4.8,8589
2012,Snow Queen ,5.3,1159
2014,Alpha and Omega 4: The Legend of the Saw Toothed Cave ,6,192
1985,Pale Rider ,7.3,39451
2008,Stargate: The Ark of Truth ,7.4,15862
1993,Dazed and Confused ,7.7,120036
2007,High School Musical 2 ,4.8,39786
2016,Two Lovers and a Bear ,7.2,33
2015,Criminal Activities ,5.8,5255
1999,Aimee & Jaguar ,7.3,5153
2005,The Chumscrubber ,7,16299
2003,Shade ,6.4,10771
2012,House at the End of the Street ,5.6,58366
2010,Incendies ,8.2,80429
2003,"Remember Me, My Love ",6.5,3548
2009,Perrier's Bounty ,6.4,5133
2007,Elite Squad ,8.1,81644
2014,Annabelle ,5.4,81699
2009,Bran Nue Dae ,6.3,1388
1991,Boyz n the Hood ,7.8,94139
1987,La Bamba ,6.8,21409
1981,The Four Seasons ,7.2,3157
1980,Dressed to Kill ,7.1,23986
1993,The Adventures of Huck Finn ,6.2,6384
1999,Go ,7.3,59474
2006,Friends with Money ,5.9,19715
1971,The Andromeda Strain ,7.2,25857
1999,Bats ,3.6,8294
2001,Nowhere in Africa ,7.7,10672
2011,Shame ,7.3,145395
2004,Layer Cake ,7.4,134070
2005,The Work and the Glory II: American Zion ,6.6,564
2013,The East ,6.9,41856
2004,A Home at the End of the World ,6.8,12049
2000,Aberdeen ,7.3,2601
2009,The Messenger ,7.2,29608
2010,Tracker ,6.5,2892
2007,Control ,7.7,51353
1984,The Terminator ,8.1,600266
2003,Good Bye Lenin! ,7.7,114407
2009,The Damned United ,7.6,32307
1985,The Return of the Living Dead ,7.3,39856
,Gomorrah             ,8.7,9638
1995,Mallrats ,7.2,99033
1978,Grease ,7.2,170027
1986,Platoon ,8.1,291603
2004,Fahrenheit 9/11 ,7.5,113152
1969,Butch Cassidy and the Sundance Kid ,8.1,152089
1964,Mary Poppins ,7.8,107408
1980,Ordinary People ,7.8,35130
2004,Around the World in 80 Days ,5.8,68722
1961,West Side Story ,7.6,71919
1980,Caddyshack ,7.4,81599
2001,The Brothers ,6.3,3198
1999,The Wood ,6.9,6585
1995,The Usual Suspects ,8.6,740918
1989,A Nightmare on Elm Street 5: The Dream Child ,5.1,29659
2002,Van Wilder: Party Liaison ,6.4,89128
2008,The Wrestler ,7.9,251349
1946,Duel in the Sun ,6.9,6304
2000,Best in Show ,7.5,45859
1981,Escape from New York ,7.2,91017
1988,School Daze ,5.8,4756
2007,Daddy Day Camp ,2.9,12339
1997,Mr. Nice Guy ,6.2,19774
2003,A Mighty Wind ,7.3,22408
1988,Mystic Pizza ,6.2,18286
,War & Peace             ,8.2,9277
1998,Sliding Doors ,6.8,52805
1995,Tales from the Hood ,6.1,4582
2006,The Last King of Scotland ,7.7,145580
1989,Halloween 5 ,5.2,22929
2011,Bernie ,6.8,45396
2008,Dolphins and Whales 3D: Tribes of the Ocean ,6.5,172
2000,Pollock ,7,23023
1999,200 Cigarettes ,5.9,13010
2012,The Words ,7.1,59637
2012,Casa de mi Padre ,5.5,17169
